
Host: rh05314.villa-bosch.de

Timers On : Wed Feb  5 11:57:30 2020
Timers Off: Wed Feb  5 11:57:33 2020

Wall Time:        2.20 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
HF: DIIS                            :      0.000u      0.000s      0.006w      6 calls
DIISManager::add_entry              :      0.000u      0.000s      0.001w      6 calls
DIISManager::extrapolate            :      0.000u      0.000s      0.001w      6 calls
bMatrix setup                       :      0.000u      0.000s      0.000w      6 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.000w      6 calls
New vector                          :      0.000u      0.000s      0.001w      6 calls
HF: Form C                          :      0.017u      0.000s      0.009w      6 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.017u      0.000s      0.019w      1 calls
JK: (A|mn)                          :      0.117u      0.000s      0.068w      1 calls
JK: (A|Q)^-1/2                      :      0.050u      0.000s      0.028w      1 calls
JK: (Q|mn)                          :      0.017u      0.000s      0.011w      1 calls
JK: (A|mn)^L                        :      0.067u      0.000s      0.035w      1 calls
JK: (A|Q)^-1                        :      0.033u      0.000s      0.027w      1 calls
JK: (Q|mn)^L                        :      0.017u      0.000s      0.007w      1 calls
JK: (A|mn)^R                        :      0.067u      0.000s      0.041w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.001w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.001w      1 calls
HF: Guess                           :      0.233u      0.000s      0.140w      1 calls
| SAD Guess                         :      0.217u      0.000s      0.132w      1 calls
HF: Form G                          :      2.917u      0.033s      1.758w      7 calls
| UV: Form V                        :      2.433u      0.033s      1.477w      7 calls
| | Properties                      :      0.633u      0.000s      0.385w   3899 calls
| | Functional                      :      0.833u      0.017s      0.479w   3899 calls
| | V_xc                            :      0.967u      0.017s      0.605w   3899 calls
| JK: D                             :      0.000u      0.000s      0.000w      7 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w      7 calls
| JK: JK                            :      0.483u      0.000s      0.280w      7 calls
| | JK: J                           :      0.033u      0.000s      0.008w      7 calls
| | | JK: J1                        :      0.000u      0.000s      0.004w     14 calls
| | | JK: J2                        :      0.033u      0.000s      0.004w     14 calls
| | JK: K                           :      0.183u      0.000s      0.087w      7 calls
| | | JK: K1                        :      0.167u      0.000s      0.075w     14 calls
| | | JK: K2                        :      0.017u      0.000s      0.012w     14 calls
| | JK: wK                          :      0.267u      0.000s      0.184w     21 calls
| | | JK: wK1                       :      0.267u      0.000s      0.171w     84 calls
| | | JK: wK2                       :      0.000u      0.000s      0.013w     42 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w      7 calls
HF: Form F                          :      0.000u      0.000s      0.000w      7 calls
HF: Form D                          :      0.000u      0.000s      0.000w      7 calls
HF: DIIS                            :      0.000u      0.000s      0.006w      6 calls
| DIISManager::add_entry            :      0.000u      0.000s      0.001w      6 calls
| DIISManager::extrapolate          :      0.000u      0.000s      0.001w      6 calls
| | bMatrix setup                   :      0.000u      0.000s      0.000w      6 calls
| | bMatrix pseudoinverse           :      0.000u      0.000s      0.000w      6 calls
| | New vector                      :      0.000u      0.000s      0.001w      6 calls
HF: Form C                          :      0.017u      0.000s      0.009w      6 calls

**************************************************************************************

Host: rh05314.villa-bosch.de

Timers On : Wed Feb  5 13:49:18 2020
Timers Off: Wed Feb  5 13:49:21 2020

Wall Time:        2.67 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.033u      0.000s      0.019w      1 calls
JK: (A|mn)                          :      0.117u      0.000s      0.067w      1 calls
JK: (A|Q)^-1/2                      :      0.033u      0.000s      0.028w      1 calls
JK: (Q|mn)                          :      0.017u      0.017s      0.010w      1 calls
JK: (A|mn)^L                        :      0.067u      0.000s      0.036w      1 calls
JK: (A|Q)^-1                        :      0.033u      0.000s      0.028w      1 calls
JK: (Q|mn)^L                        :      0.017u      0.000s      0.007w      1 calls
JK: (A|mn)^R                        :      0.067u      0.000s      0.041w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.000w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.001w      1 calls
HF: Guess                           :      0.250u      0.017s      0.141w      1 calls
SAD Guess                           :      0.233u      0.017s      0.133w      1 calls
HF: Form G                          :      2.900u      0.000s      1.734w      7 calls
UV: Form V                          :      2.450u      0.000s      1.462w      7 calls
Properties                          :      0.483u      0.000s      0.381w   3899 calls
Functional                          :      0.800u      0.000s      0.472w   3899 calls
V_xc                                :      1.150u      0.000s      0.600w   3899 calls
JK: D                               :      0.000u      0.000s      0.000w      7 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w      7 calls
JK: JK                              :      0.450u      0.000s      0.271w      7 calls
JK: J                               :      0.000u      0.000s      0.007w      7 calls
JK: J1                              :      0.000u      0.000s      0.003w     14 calls
JK: J2                              :      0.000u      0.000s      0.003w     14 calls
JK: K                               :      0.117u      0.000s      0.086w      7 calls
JK: K1                              :      0.067u      0.000s      0.074w     14 calls
JK: K2                              :      0.050u      0.000s      0.012w     14 calls
JK: wK                              :      0.333u      0.000s      0.177w     21 calls
JK: wK1                             :      0.283u      0.000s      0.164w     84 calls
JK: wK2                             :      0.050u      0.000s      0.013w     42 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w      7 calls
HF: Form F                          :      0.000u      0.000s      0.000w      7 calls
HF: Form D                          :      0.000u      0.000s      0.000w      7 calls
HF: DIIS                            :      0.000u      0.000s      0.005w      6 calls
DIISManager::add_entry              :      0.000u      0.000s      0.001w      6 calls
DIISManager::extrapolate            :      0.000u      0.000s      0.001w      6 calls
bMatrix setup                       :      0.000u      0.000s      0.000w      6 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.000w      6 calls
New vector                          :      0.000u      0.000s      0.001w      6 calls
HF: Form C                          :      0.017u      0.000s      0.008w      6 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.033u      0.000s      0.019w      1 calls
JK: (A|mn)                          :      0.117u      0.000s      0.067w      1 calls
JK: (A|Q)^-1/2                      :      0.033u      0.000s      0.028w      1 calls
JK: (Q|mn)                          :      0.017u      0.017s      0.010w      1 calls
JK: (A|mn)^L                        :      0.067u      0.000s      0.036w      1 calls
JK: (A|Q)^-1                        :      0.033u      0.000s      0.028w      1 calls
JK: (Q|mn)^L                        :      0.017u      0.000s      0.007w      1 calls
JK: (A|mn)^R                        :      0.067u      0.000s      0.041w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.000w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.001w      1 calls
HF: Guess                           :      0.250u      0.017s      0.141w      1 calls
| SAD Guess                         :      0.233u      0.017s      0.133w      1 calls
HF: Form G                          :      2.900u      0.000s      1.734w      7 calls
| UV: Form V                        :      2.450u      0.000s      1.462w      7 calls
| | Properties                      :      0.483u      0.000s      0.381w   3899 calls
| | Functional                      :      0.800u      0.000s      0.472w   3899 calls
| | V_xc                            :      1.150u      0.000s      0.600w   3899 calls
| JK: D                             :      0.000u      0.000s      0.000w      7 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w      7 calls
| JK: JK                            :      0.450u      0.000s      0.271w      7 calls
| | JK: J                           :      0.000u      0.000s      0.007w      7 calls
| | | JK: J1                        :      0.000u      0.000s      0.003w     14 calls
| | | JK: J2                        :      0.000u      0.000s      0.003w     14 calls
| | JK: K                           :      0.117u      0.000s      0.086w      7 calls
| | | JK: K1                        :      0.067u      0.000s      0.074w     14 calls
| | | JK: K2                        :      0.050u      0.000s      0.012w     14 calls
| | JK: wK                          :      0.333u      0.000s      0.177w     21 calls
| | | JK: wK1                       :      0.283u      0.000s      0.164w     84 calls
| | | JK: wK2                       :      0.050u      0.000s      0.013w     42 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w      7 calls
HF: Form F                          :      0.000u      0.000s      0.000w      7 calls
HF: Form D                          :      0.000u      0.000s      0.000w      7 calls
HF: DIIS                            :      0.000u      0.000s      0.005w      6 calls
| DIISManager::add_entry            :      0.000u      0.000s      0.001w      6 calls
| DIISManager::extrapolate          :      0.000u      0.000s      0.001w      6 calls
| | bMatrix setup                   :      0.000u      0.000s      0.000w      6 calls
| | bMatrix pseudoinverse           :      0.000u      0.000s      0.000w      6 calls
| | New vector                      :      0.000u      0.000s      0.001w      6 calls
HF: Form C                          :      0.017u      0.000s      0.008w      6 calls

**************************************************************************************

Host: rh05314.villa-bosch.de

Timers On : Wed Feb  5 13:52:13 2020
Timers Off: Wed Feb  5 13:52:16 2020

Wall Time:        2.69 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.033u      0.000s      0.019w      1 calls
JK: (A|mn)                          :      0.117u      0.000s      0.068w      1 calls
JK: (A|Q)^-1/2                      :      0.050u      0.000s      0.028w      1 calls
JK: (Q|mn)                          :      0.000u      0.017s      0.010w      1 calls
JK: (A|mn)^L                        :      0.067u      0.000s      0.035w      1 calls
JK: (A|Q)^-1                        :      0.050u      0.000s      0.027w      1 calls
JK: (Q|mn)^L                        :      0.000u      0.000s      0.008w      1 calls
JK: (A|mn)^R                        :      0.083u      0.000s      0.041w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.000w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.001w      1 calls
HF: Guess                           :      0.233u      0.000s      0.140w      1 calls
SAD Guess                           :      0.217u      0.000s      0.132w      1 calls
HF: Form G                          :      2.850u      0.033s      1.745w      7 calls
UV: Form V                          :      2.400u      0.033s      1.470w      7 calls
Properties                          :      0.633u      0.017s      0.386w   3899 calls
Functional                          :      0.800u      0.000s      0.475w   3899 calls
V_xc                                :      0.967u      0.017s      0.601w   3899 calls
JK: D                               :      0.000u      0.000s      0.000w      7 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w      7 calls
JK: JK                              :      0.450u      0.000s      0.274w      7 calls
JK: J                               :      0.033u      0.000s      0.007w      7 calls
JK: J1                              :      0.017u      0.000s      0.004w     14 calls
JK: J2                              :      0.017u      0.000s      0.003w     14 calls
JK: K                               :      0.150u      0.000s      0.086w      7 calls
JK: K1                              :      0.133u      0.000s      0.074w     14 calls
JK: K2                              :      0.017u      0.000s      0.012w     14 calls
JK: wK                              :      0.267u      0.000s      0.180w     21 calls
JK: wK1                             :      0.233u      0.000s      0.167w     84 calls
JK: wK2                             :      0.033u      0.000s      0.013w     42 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w      7 calls
HF: Form F                          :      0.000u      0.000s      0.000w      7 calls
HF: Form D                          :      0.000u      0.000s      0.000w      7 calls
HF: DIIS                            :      0.000u      0.000s      0.005w      6 calls
DIISManager::add_entry              :      0.000u      0.000s      0.001w      6 calls
DIISManager::extrapolate            :      0.000u      0.000s      0.001w      6 calls
bMatrix setup                       :      0.000u      0.000s      0.000w      6 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.000w      6 calls
New vector                          :      0.000u      0.000s      0.001w      6 calls
HF: Form C                          :      0.033u      0.000s      0.009w      6 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.033u      0.000s      0.019w      1 calls
JK: (A|mn)                          :      0.117u      0.000s      0.068w      1 calls
JK: (A|Q)^-1/2                      :      0.050u      0.000s      0.028w      1 calls
JK: (Q|mn)                          :      0.000u      0.017s      0.010w      1 calls
JK: (A|mn)^L                        :      0.067u      0.000s      0.035w      1 calls
JK: (A|Q)^-1                        :      0.050u      0.000s      0.027w      1 calls
JK: (Q|mn)^L                        :      0.000u      0.000s      0.008w      1 calls
JK: (A|mn)^R                        :      0.083u      0.000s      0.041w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.000w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.001w      1 calls
HF: Guess                           :      0.233u      0.000s      0.140w      1 calls
| SAD Guess                         :      0.217u      0.000s      0.132w      1 calls
HF: Form G                          :      2.850u      0.033s      1.745w      7 calls
| UV: Form V                        :      2.400u      0.033s      1.470w      7 calls
| | Properties                      :      0.633u      0.017s      0.386w   3899 calls
| | Functional                      :      0.800u      0.000s      0.475w   3899 calls
| | V_xc                            :      0.967u      0.017s      0.601w   3899 calls
| JK: D                             :      0.000u      0.000s      0.000w      7 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w      7 calls
| JK: JK                            :      0.450u      0.000s      0.274w      7 calls
| | JK: J                           :      0.033u      0.000s      0.007w      7 calls
| | | JK: J1                        :      0.017u      0.000s      0.004w     14 calls
| | | JK: J2                        :      0.017u      0.000s      0.003w     14 calls
| | JK: K                           :      0.150u      0.000s      0.086w      7 calls
| | | JK: K1                        :      0.133u      0.000s      0.074w     14 calls
| | | JK: K2                        :      0.017u      0.000s      0.012w     14 calls
| | JK: wK                          :      0.267u      0.000s      0.180w     21 calls
| | | JK: wK1                       :      0.233u      0.000s      0.167w     84 calls
| | | JK: wK2                       :      0.033u      0.000s      0.013w     42 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w      7 calls
HF: Form F                          :      0.000u      0.000s      0.000w      7 calls
HF: Form D                          :      0.000u      0.000s      0.000w      7 calls
HF: DIIS                            :      0.000u      0.000s      0.005w      6 calls
| DIISManager::add_entry            :      0.000u      0.000s      0.001w      6 calls
| DIISManager::extrapolate          :      0.000u      0.000s      0.001w      6 calls
| | bMatrix setup                   :      0.000u      0.000s      0.000w      6 calls
| | bMatrix pseudoinverse           :      0.000u      0.000s      0.000w      6 calls
| | New vector                      :      0.000u      0.000s      0.001w      6 calls
HF: Form C                          :      0.033u      0.000s      0.009w      6 calls

**************************************************************************************
