
Host: rh05314.villa-bosch.de

Timers On : Wed Feb  5 11:57:58 2020
Timers Off: Wed Feb  5 11:58:00 2020

Wall Time:        1.92 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
HF: DIIS                            :      0.000u      0.000s      0.003w      7 calls
DIISManager::add_entry              :      0.000u      0.000s      0.001w      7 calls
DIISManager::extrapolate            :      0.000u      0.000s      0.001w      7 calls
bMatrix setup                       :      0.000u      0.000s      0.000w      7 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.000w      7 calls
New vector                          :      0.000u      0.000s      0.000w      7 calls
HF: Form C                          :      0.017u      0.000s      0.003w      7 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.033u      0.000s      0.030w      1 calls
JK: (A|mn)                          :      0.033u      0.000s      0.014w      1 calls
JK: (A|Q)^-1/2                      :      0.033u      0.000s      0.021w      1 calls
JK: (Q|mn)                          :      0.000u      0.000s      0.001w      1 calls
JK: (A|mn)^L                        :      0.017u      0.000s      0.007w      1 calls
JK: (A|Q)^-1                        :      0.033u      0.000s      0.021w      1 calls
JK: (Q|mn)^L                        :      0.000u      0.000s      0.001w      1 calls
JK: (A|mn)^R                        :      0.017u      0.000s      0.009w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.000w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.200u      0.000s      0.129w      1 calls
| SAD Guess                         :      0.183u      0.000s      0.121w      1 calls
HF: Form G                          :      2.433u      0.017s      1.465w      8 calls
| UV: Form V                        :      2.367u      0.017s      1.430w      8 calls
| | Properties                      :      0.500u      0.000s      0.280w   5768 calls
| | Functional                      :      1.183u      0.017s      0.759w   5768 calls
| | V_xc                            :      0.633u      0.000s      0.380w   5768 calls
| JK: D                             :      0.000u      0.000s      0.000w      8 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w      8 calls
| JK: JK                            :      0.067u      0.000s      0.035w      8 calls
| | JK: J                           :      0.000u      0.000s      0.001w      8 calls
| | | JK: J1                        :      0.000u      0.000s      0.001w     16 calls
| | | JK: J2                        :      0.000u      0.000s      0.000w     16 calls
| | JK: K                           :      0.033u      0.000s      0.009w      8 calls
| | | JK: K1                        :      0.033u      0.000s      0.008w     16 calls
| | | JK: K2                        :      0.000u      0.000s      0.001w     16 calls
| | JK: wK                          :      0.033u      0.000s      0.024w     24 calls
| | | JK: wK1                       :      0.033u      0.000s      0.023w     96 calls
| | | JK: wK2                       :      0.000u      0.000s      0.001w     48 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w      8 calls
HF: Form F                          :      0.000u      0.000s      0.000w      8 calls
HF: Form D                          :      0.000u      0.000s      0.000w      8 calls
HF: DIIS                            :      0.000u      0.000s      0.003w      7 calls
| DIISManager::add_entry            :      0.000u      0.000s      0.001w      7 calls
| DIISManager::extrapolate          :      0.000u      0.000s      0.001w      7 calls
| | bMatrix setup                   :      0.000u      0.000s      0.000w      7 calls
| | bMatrix pseudoinverse           :      0.000u      0.000s      0.000w      7 calls
| | New vector                      :      0.000u      0.000s      0.000w      7 calls
HF: Form C                          :      0.017u      0.000s      0.003w      7 calls

**************************************************************************************

Host: rh05314.villa-bosch.de

Timers On : Wed Feb  5 13:52:34 2020
Timers Off: Wed Feb  5 13:52:37 2020

Wall Time:        2.71 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.050u      0.000s      0.033w      1 calls
JK: (A|mn)                          :      0.017u      0.000s      0.015w      1 calls
JK: (A|Q)^-1/2                      :      0.033u      0.000s      0.022w      1 calls
JK: (Q|mn)                          :      0.000u      0.000s      0.001w      1 calls
JK: (A|mn)^L                        :      0.000u      0.000s      0.008w      1 calls
JK: (A|Q)^-1                        :      0.050u      0.000s      0.022w      1 calls
JK: (Q|mn)^L                        :      0.000u      0.000s      0.001w      1 calls
JK: (A|mn)^R                        :      0.017u      0.000s      0.010w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.000w      1 calls
HF: Form S/X                        :      0.000u      0.017s      0.000w      1 calls
HF: Guess                           :      0.233u      0.000s      0.140w      1 calls
SAD Guess                           :      0.217u      0.000s      0.132w      1 calls
HF: Form G                          :      2.717u      0.017s      1.638w      8 calls
UV: Form V                          :      2.633u      0.017s      1.596w      8 calls
Properties                          :      0.467u      0.000s      0.327w   5768 calls
Functional                          :      1.233u      0.017s      0.819w   5768 calls
V_xc                                :      0.867u      0.000s      0.435w   5768 calls
JK: D                               :      0.000u      0.000s      0.000w      8 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w      8 calls
JK: JK                              :      0.083u      0.000s      0.041w      8 calls
JK: J                               :      0.000u      0.000s      0.002w      8 calls
JK: J1                              :      0.000u      0.000s      0.001w     16 calls
JK: J2                              :      0.000u      0.000s      0.001w     16 calls
JK: K                               :      0.017u      0.000s      0.011w      8 calls
JK: K1                              :      0.017u      0.000s      0.010w     16 calls
JK: K2                              :      0.000u      0.000s      0.001w     16 calls
JK: wK                              :      0.067u      0.000s      0.028w     24 calls
JK: wK1                             :      0.067u      0.000s      0.026w     96 calls
JK: wK2                             :      0.000u      0.000s      0.001w     48 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w      8 calls
HF: Form F                          :      0.000u      0.000s      0.000w      8 calls
HF: Form D                          :      0.000u      0.000s      0.000w      8 calls
HF: DIIS                            :      0.000u      0.000s      0.004w      7 calls
DIISManager::add_entry              :      0.000u      0.000s      0.001w      7 calls
DIISManager::extrapolate            :      0.000u      0.000s      0.001w      7 calls
bMatrix setup                       :      0.000u      0.000s      0.000w      7 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.000w      7 calls
New vector                          :      0.000u      0.000s      0.000w      7 calls
HF: Form C                          :      0.000u      0.000s      0.003w      7 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.050u      0.000s      0.033w      1 calls
JK: (A|mn)                          :      0.017u      0.000s      0.015w      1 calls
JK: (A|Q)^-1/2                      :      0.033u      0.000s      0.022w      1 calls
JK: (Q|mn)                          :      0.000u      0.000s      0.001w      1 calls
JK: (A|mn)^L                        :      0.000u      0.000s      0.008w      1 calls
JK: (A|Q)^-1                        :      0.050u      0.000s      0.022w      1 calls
JK: (Q|mn)^L                        :      0.000u      0.000s      0.001w      1 calls
JK: (A|mn)^R                        :      0.017u      0.000s      0.010w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.000w      1 calls
HF: Form S/X                        :      0.000u      0.017s      0.000w      1 calls
HF: Guess                           :      0.233u      0.000s      0.140w      1 calls
| SAD Guess                         :      0.217u      0.000s      0.132w      1 calls
HF: Form G                          :      2.717u      0.017s      1.638w      8 calls
| UV: Form V                        :      2.633u      0.017s      1.596w      8 calls
| | Properties                      :      0.467u      0.000s      0.327w   5768 calls
| | Functional                      :      1.233u      0.017s      0.819w   5768 calls
| | V_xc                            :      0.867u      0.000s      0.435w   5768 calls
| JK: D                             :      0.000u      0.000s      0.000w      8 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w      8 calls
| JK: JK                            :      0.083u      0.000s      0.041w      8 calls
| | JK: J                           :      0.000u      0.000s      0.002w      8 calls
| | | JK: J1                        :      0.000u      0.000s      0.001w     16 calls
| | | JK: J2                        :      0.000u      0.000s      0.001w     16 calls
| | JK: K                           :      0.017u      0.000s      0.011w      8 calls
| | | JK: K1                        :      0.017u      0.000s      0.010w     16 calls
| | | JK: K2                        :      0.000u      0.000s      0.001w     16 calls
| | JK: wK                          :      0.067u      0.000s      0.028w     24 calls
| | | JK: wK1                       :      0.067u      0.000s      0.026w     96 calls
| | | JK: wK2                       :      0.000u      0.000s      0.001w     48 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w      8 calls
HF: Form F                          :      0.000u      0.000s      0.000w      8 calls
HF: Form D                          :      0.000u      0.000s      0.000w      8 calls
HF: DIIS                            :      0.000u      0.000s      0.004w      7 calls
| DIISManager::add_entry            :      0.000u      0.000s      0.001w      7 calls
| DIISManager::extrapolate          :      0.000u      0.000s      0.001w      7 calls
| | bMatrix setup                   :      0.000u      0.000s      0.000w      7 calls
| | bMatrix pseudoinverse           :      0.000u      0.000s      0.000w      7 calls
| | New vector                      :      0.000u      0.000s      0.000w      7 calls
HF: Form C                          :      0.000u      0.000s      0.003w      7 calls

**************************************************************************************
